iter	Logloss
143	0.2280723392
144	0.2270480078
145	0.2259237392
146	0.225144554
147	0.2236637415
148	0.2230493984
149	0.22203862
150	0.2210906569
151	0.220024436
152	0.2188674177
153	0.2182806407
154	0.2172303048
155	0.2160602495
156	0.215315618
157	0.2147337586
158	0.2133514341
159	0.2122493641
160	0.2112679591
161	0.2104922219
162	0.2093900294
163	0.2082983579
164	0.2077323067
165	0.2073035486
166	0.2065364167
167	0.2053868772
168	0.2043289798
169	0.2036061782
170	0.2026631005
171	0.2021701346
172	0.2016427566
173	0.2010335586
174	0.2002100869
175	0.1993395629
176	0.198653734
177	0.1977208061
178	0.1969616957
179	0.1960581367
180	0.1951844535
181	0.1945631638
182	0.1935925768
183	0.1926520085
184	0.1918143072
185	0.1909734755
186	0.1905288112
187	0.1896813362
188	0.1891048389
189	0.1883933176
190	0.1875394642
191	0.1868395629
192	0.1862342665
193	0.1856277874
194	0.1847506265
195	0.1840145043
196	0.1835118867
197	0.182805253
198	0.1819025241
199	0.1811328853
200	0.18048463
201	0.179435142
202	0.1788850357
203	0.1779876758
204	0.1775969959
205	0.1771124342
206	0.1766179286
207	0.1761708961
208	0.1758021679
209	0.1752072674
210	0.1744895787
211	0.1739590642
212	0.1735413069
213	0.1729644167
214	0.1723571044
215	0.1715505229
216	0.1708292901
217	0.1701666067
218	0.1696055305
219	0.1691131096
220	0.1686540678
221	0.1681504795
222	0.1676180674
223	0.167103846
224	0.1665173583
225	0.1661257331
226	0.1655628204
227	0.1650074604
228	0.1644505603
229	0.163686068
230	0.1631415574
231	0.1626802322
232	0.1622852192
233	0.1616565187
234	0.1612183462
235	0.1606391114
236	0.160121011
237	0.1597209156
238	0.1592643648
239	0.1588081393
240	0.158227712
241	0.1577498752
242	0.1570905062
243	0.1567041747
244	0.1561070754
245	0.1555330961
246	0.1552945722
247	0.1548818739
248	0.1543550765
249	0.1537071556
250	0.1532878225
251	0.1528577062
252	0.1522842319
253	0.1517331785
254	0.1511618309
255	0.1506927117
256	0.1502845372
257	0.1498957531
258	0.1492638267
259	0.1489027474
260	0.1485781252
261	0.1481018203
262	0.1477138986
263	0.1472860809
264	0.1470133299
265	0.1467530323
266	0.1463063405
267	0.1459357834
268	0.1454990026
269	0.1451190023
270	0.1445622814
271	0.1441729078
272	0.1437403743
273	0.1433040695
274	0.1428039923
275	0.1424746133
276	0.1421782186
277	0.1419048118
278	0.1415097222
279	0.1409114705
280	0.1403135594
281	0.1399917332
282	0.1396535815
283	0.1393044464
284	0.1388565694
285	0.1386167501
286	0.1382592559
287	0.1379212119
288	0.1376687983
289	0.1372772319
290	0.1368385923
291	0.1361196963
292	0.1357265924
293	0.1353394275
294	0.1347965151
295	0.1344382848
296	0.1341106802
297	0.1338855533
298	0.1335580296
299	0.1333407789
300	0.1331110372
301	0.1325931268
302	0.132172428
303	0.1317733077
304	0.1314529125
305	0.1308715357
306	0.1304677396
307	0.1299922529
308	0.1294851144
309	0.1292624299
310	0.1289140337
311	0.128350838
312	0.1279382709
313	0.127365299
314	0.1270659012
315	0.1267118828
316	0.1263972393
317	0.1260879751
318	0.1257308741
319	0.1252969591
320	0.124890432
321	0.1245734177
322	0.1242671196
323	0.123898406
324	0.1236760908
325	0.1232434894
326	0.1230067641
327	0.122634558
328	0.1223541228
329	0.1221302632
330	0.1216452004
331	0.1213469347
332	0.1211051744
333	0.1209212197
334	0.1204732965
335	0.1201040356
336	0.1198161189
337	0.1194485822
338	0.1191892892
339	0.118823392
340	0.1185448697
341	0.1183289359
342	0.118003494
343	0.1176169804
344	0.1173797132
345	0.1170169349
346	0.1167022084
347	0.1164206963
348	0.1161184925
349	0.1158197601
350	0.115589386
351	0.1152902292
352	0.1149668487
353	0.114730715
354	0.1144021739
355	0.1140564468
356	0.1137959841
357	0.1135539358
358	0.1133079466
359	0.1130989511
360	0.1128866393
361	0.112669868
362	0.1123886128
363	0.1121009997
364	0.1118600982
365	0.1115655756
366	0.1113341062
367	0.111125323
368	0.1108690836
369	0.1106391795
370	0.110402773
371	0.1100291209
372	0.1096390245
373	0.1093060593
374	0.1090852668
375	0.1087128047
376	0.1083266275
377	0.1080868017
378	0.1078935392
379	0.1076503826
380	0.1073110989
381	0.1070553161
382	0.106769805
383	0.1065173634
384	0.1062344351
385	0.1061474614
386	0.1058449261
387	0.1054592308
388	0.1052246469
389	0.1050736294
390	0.1048906527
391	0.1045146706
392	0.1041992159
393	0.1039966167
394	0.1036791582
395	0.1034314922
396	0.1030908589
397	0.1029118152
398	0.1027040924
399	0.1025342904
400	0.1021874006
401	0.1020581931
402	0.1018221319
403	0.1017053987
404	0.1014838105
405	0.1011832902
406	0.1008773135
407	0.1005736435
408	0.1003766375
409	0.1001687969
410	0.09997164992
411	0.09975616817
412	0.09952621831
413	0.0992791406
414	0.09904264757
415	0.09893053876
416	0.09862334086
417	0.09838625326
418	0.09803829629
419	0.09777464697
420	0.09751479392
421	0.09727938945
422	0.09717224378
423	0.0968390838
424	0.09670008407
425	0.09645810357
426	0.0961793801
427	0.09597861671
428	0.09566451875
429	0.09541329191
430	0.09518342151
431	0.0948615943
432	0.09474907187
433	0.09457987519
434	0.09434427367
435	0.09417343438
436	0.0939366386
437	0.0937635756
438	0.09352311157
439	0.09335962552
440	0.09307165921
441	0.09287538859
442	0.09269351139
443	0.09244283772
444	0.09226057511
445	0.09206561611
446	0.09189657684
447	0.0916939425
448	0.09151914033
449	0.09137714611
450	0.09120554952
451	0.09097787307
452	0.09071466029
453	0.09053283435
454	0.09028639349
455	0.09003814555
456	0.0898889548
457	0.08965889133
458	0.08943952693
459	0.0892225553
460	0.08893593495
461	0.08877388505
462	0.08849954275
463	0.08824537456
464	0.08803619972
465	0.08792159681
466	0.08774116053
467	0.08750183821
468	0.0872961755
469	0.08705150045
470	0.0868909061
471	0.08674419788
472	0.08654319736
473	0.08625982005
474	0.08607201338
475	0.08582909818
476	0.08557393863
477	0.08545059525
478	0.08520415136
479	0.08505872002
480	0.0847397791
481	0.08453445696
482	0.08443468626
483	0.0842733954
484	0.08408885727
485	0.08388057952
486	0.08368767958
487	0.08346896213
488	0.08330655648
489	0.08310100986
490	0.08292965738
491	0.08280351254
492	0.08260425733
493	0.08250134179
494	0.08228189413
495	0.08193345391
496	0.08168197148
497	0.08151524959
498	0.08126115308
499	0.08103829077
500	0.08082586197
501	0.0806294537
502	0.08056557004
503	0.08051600277
504	0.08035442387
505	0.08021777066
506	0.08006395035
507	0.07995559016
508	0.07974693282
509	0.07955058396
510	0.07945584923
511	0.07926603712
512	0.07916772888
513	0.07904987837
514	0.07897602583
515	0.07875646681
516	0.07860685484
517	0.0784723905
518	0.07830547539
519	0.07817283589
520	0.07804791334
521	0.07792678058
522	0.07774166231
523	0.07751469591
524	0.07739945068
525	0.07729200081
526	0.07717666507
527	0.07703919736
528	0.076881568
529	0.07672209559
530	0.0764950863
531	0.07633563012
532	0.0760715975
533	0.07586625024
534	0.07562318701
535	0.07550629458
536	0.07547854735
537	0.07528171283
538	0.07513594607
539	0.07500387893
540	0.07492342749
541	0.07481827
542	0.07466114244
543	0.07449419902
544	0.07431791617
545	0.0741305489
546	0.07396306522
547	0.07383728064
548	0.07369418011
549	0.07354314884
550	0.07336859318
551	0.07322034001
552	0.07307962055
553	0.07296475195
554	0.07287215985
555	0.07273330239
556	0.07262031945
557	0.07250283649
558	0.07234882378
559	0.07217850532
560	0.07207467627
561	0.07200888535
562	0.0719058394
563	0.07174452949
564	0.07164499171
565	0.07148182825
566	0.0712902164
567	0.07105748229
568	0.07085189361
569	0.07075197119
570	0.0705739701
571	0.07045728
572	0.07030770375
573	0.07023501981
574	0.07010236103
575	0.07000233453
576	0.0698569549
577	0.06967728301
578	0.06956918721
579	0.0695027756
580	0.06937353749
581	0.06927628318
582	0.0690758961
583	0.06897130095
584	0.06888685751
585	0.06871108605
586	0.06852508948
587	0.06842357269
588	0.06828437367
589	0.0681097764
590	0.06800366088
591	0.06790861393
592	0.06771559316
593	0.06758108728
594	0.06750435231
595	0.06741404987
596	0.06722065648
597	0.06708490406
598	0.06695526073
599	0.06676356536
600	0.06659120947
601	0.06645962908
602	0.06632933039
603	0.06620511326
604	0.06611993602
605	0.06599512304
606	0.06594061345
607	0.06580318249
608	0.06560722211
609	0.06541125708
610	0.06531249413
611	0.06519943522
612	0.06510224239
613	0.06505163885
614	0.06492526843
615	0.06479502967
616	0.06469004652
617	0.06457001523
618	0.06448760571
619	0.06428923011
620	0.06416049462
621	0.06406233865
622	0.06391161738
623	0.063749997
624	0.06367132049
625	0.0634789363
626	0.06326662919
627	0.06309308983
628	0.06297802125
629	0.06283403417
630	0.06268009427
631	0.06255455989
632	0.06245337903
633	0.0622942772
634	0.06215386129
635	0.06204167863
636	0.06191728285
637	0.06184268498
638	0.06171042894
639	0.06159934986
640	0.06147431131
641	0.06133227147
642	0.06115860313
643	0.0610346845
644	0.06089505324
645	0.06077132204
646	0.06063454564
647	0.06056232556
648	0.06044492726
649	0.06032547183
650	0.06016058516
651	0.06000742736
652	0.05980374361
653	0.05964533618
654	0.05956502736
655	0.05936852659
656	0.05916591605
657	0.05911773576
658	0.0589849831
659	0.05889133403
660	0.05885172007
661	0.05875645119
662	0.05859547929
663	0.05846990672
664	0.05834939615
665	0.05824801149
666	0.05816202569
667	0.05807040123
668	0.05793667222
669	0.05785132438
670	0.05772978196
671	0.05760502886
672	0.05748286513
673	0.05740222807
674	0.05723023123
675	0.05711945862
676	0.05700764131
677	0.05685282881
678	0.05674113849
679	0.05670196467
680	0.05659090253
681	0.05644528132
682	0.05629476868
683	0.05619421597
684	0.0560498394
685	0.0559097376
686	0.05578810378
687	0.0556653755
688	0.05549403924
689	0.05540197258
690	0.05525519417
691	0.05511881815
692	0.05501394992
693	0.05491175248
694	0.0548286913
695	0.05474541859
696	0.05464816758
697	0.05453236915
698	0.05445035831
699	0.05439041057
700	0.05429013947
701	0.05421969093
702	0.05414522824
703	0.05410569613
704	0.05402949895
705	0.05394503399
706	0.05385631291
707	0.05378330749
708	0.05368781051
709	0.05360989218
710	0.05350711779
711	0.05347401307
712	0.05338806904
713	0.05330522148
714	0.05321894884
715	0.05308839929
716	0.05297751981
717	0.05287454213
718	0.05278831732
719	0.05268892183
720	0.05252680105
721	0.05246631352
722	0.05233674111
723	0.05226975031
724	0.05214810296
725	0.05208131073
726	0.05197143367
727	0.05186825789
728	0.05178110033
729	0.05176079044
730	0.05159673968
731	0.05149821861
732	0.05146709706
733	0.05141675663
734	0.05129328774
735	0.05113420399
736	0.05102011859
737	0.05089347887
738	0.0507523743
739	0.05063958986
740	0.05054137434
741	0.05050833429
742	0.05040873592
743	0.05030340364
744	0.05022331082
745	0.05015584916
746	0.05011768256
747	0.04998828248
748	0.04994844409
749	0.0498285153
750	0.04970325688
751	0.04960329663
752	0.04958287223
753	0.04951943961
754	0.04936011498
755	0.04926340144
756	0.04921258163
757	0.04908269084
758	0.04898742495
759	0.04890215968
760	0.04876406631
761	0.04868919526
762	0.04865929326
763	0.04858699794
764	0.04849939025
765	0.04845642661
766	0.04841054018
767	0.04831909026
768	0.04819111233
769	0.04815187766
770	0.04811200614
771	0.04795854289
772	0.04788587091
773	0.04780015952
774	0.04769819005
775	0.04752661201
776	0.0474250663
777	0.04733314205
778	0.04726295423
779	0.04712498761
780	0.0470343632
781	0.04693135734
782	0.04686262312
783	0.04676061997
784	0.04663947369
785	0.04654658136
786	0.04648292542
787	0.04639735103
788	0.04637838538
789	0.04623433755
790	0.04619899126
791	0.04609036684
792	0.04598389499
793	0.04586879558
794	0.04580545648
795	0.04573352695
796	0.04556749037
797	0.04545951706
798	0.04536843098
799	0.04527510554
800	0.04521432673
801	0.04509527569
802	0.04497812521
803	0.04488034879
804	0.0447932802
805	0.04471969779
806	0.0446462805
807	0.04461608451
808	0.04450920839
809	0.04443304284
810	0.04430655947
811	0.04424340821
812	0.04416902824
813	0.04402179993
814	0.0439387956
815	0.04384726634
816	0.0437720804
817	0.04363143153
818	0.04354347628
819	0.04343568103
820	0.04337307403
821	0.04324161704
822	0.04317472758
823	0.04309461189
824	0.04298222568
825	0.04288249864
826	0.0427843493
827	0.04277605703
828	0.04269197198
829	0.04259342529
830	0.04249948468
831	0.04247777887
832	0.0423627201
833	0.0422481729
834	0.04213737288
835	0.04204510385
836	0.04199991854
837	0.04197694634
838	0.04191684545
839	0.04184528367
840	0.04176972504
841	0.04167182964
842	0.04161501444
843	0.04153323439
844	0.04145632551
845	0.04143040215
846	0.04134514136
847	0.04125878492
848	0.04121474831
849	0.04113277636
850	0.04106681707
851	0.04099572864
852	0.04094264859
853	0.04083087758
854	0.04074342113
855	0.04072391891
856	0.0406514447
857	0.04054893365
858	0.04048125707
859	0.04040623892
860	0.04027721983
861	0.04017153707
862	0.04006213895
863	0.04000888536
864	0.03995830939
865	0.03987797921
866	0.03979802159
867	0.03977133069
868	0.03969632082
869	0.03967638991
870	0.03964811635
871	0.03957409001
872	0.03944441983
873	0.03937147178
874	0.03928161461
875	0.03927207006
876	0.03923317774
877	0.03915305703
878	0.03907901815
879	0.03899273955
880	0.0389798254
881	0.03893736822
882	0.03880027933
883	0.03866662589
884	0.03862358901
885	0.03855847034
886	0.03848128937
887	0.03845518281
888	0.03838475184
889	0.03828612914
890	0.0381947468
891	0.03818638131
892	0.03811583864
893	0.03804835518
894	0.03801812292
895	0.03795323695
896	0.03788357974
897	0.03783633464
898	0.03778123882
899	0.03770529279
900	0.0376199477
901	0.03756350936
902	0.03748487693
903	0.03742732335
904	0.03736763482
905	0.0373289916
906	0.03728767721
907	0.03723511185
908	0.03716780947
909	0.03714840052
910	0.03705573963
911	0.03696963009
912	0.03692476854
913	0.03685502229
914	0.03678817481
915	0.03674472671
916	0.03663336196
917	0.03657041789
918	0.03654432508
919	0.03645761006
920	0.03638055739
921	0.03629882874
922	0.03621927894
923	0.03618647486
924	0.03616074622
925	0.03606549282
926	0.03597237573
927	0.03589514994
928	0.03588268929
929	0.0358200034
930	0.03575780234
931	0.03573770021
932	0.03568161023
933	0.03561326266
934	0.03552221079
935	0.03539804149
936	0.03531705648
937	0.03525626186
938	0.03523356598
939	0.03518387851
940	0.03509072659
941	0.03508196145
942	0.03499567508
943	0.03496651968
944	0.03489089262
945	0.0348134101
946	0.03475443434
947	0.03474695349
948	0.03467788907
949	0.03463184672
950	0.03461405252
951	0.03457793356
952	0.03450910985
953	0.03439690252
954	0.03438048884
955	0.03430326314
956	0.0342550004
957	0.03417950908
958	0.03410227653
959	0.0340380096
960	0.03393560141
961	0.03390421449
962	0.033884322
963	0.03383068888
964	0.03378199277
965	0.03368995749
966	0.0336344488
967	0.03361531989
968	0.03354833151
969	0.0334910332
970	0.03342896719
971	0.03337468542
972	0.0333609709
973	0.03325651757
974	0.03318342852
975	0.03307754349
976	0.03300006058
977	0.03297503732
978	0.03289656613
979	0.03288978611
980	0.03283241885
981	0.03273290397
982	0.03267044532
983	0.03261989333
984	0.03255990316
985	0.03252995819
986	0.03247808194
987	0.03238962765
988	0.03231913799
989	0.03225151005
990	0.03219483749
991	0.03213414162
992	0.03206414344
993	0.03198531413
994	0.03197972023
995	0.03190693714
996	0.03186716562
997	0.03181998186
998	0.03181119161
999	0.03175016999
